seed,n_train_catalysts,n_train_samples,n_test_samples,cv_mae_mean,train_r2,train_mae,train_rmse,test_r2,test_mae,test_rmse,hp_n_estimators,hp_learning_rate,hp_max_depth,hp_subsample,hp_colsample_bytree,hp_reg_alpha,hp_reg_lambda,hp_gamma,hp_min_child_weight,ranking_top_3_accuracy,ranking_spearman_corr
67,10,2160,2160,12.750039483794458,0.5641734479086102,7.377206994339272,0.1041830166182445,-1.6641127748324296,11.735234114593933,0.1407579685497985,100,0.02,6,0.9,0.6,0.5,2.0,0.0,3,0.3333333333333333,-0.0545454545454545
73,10,2160,2160,8.985411951630203,0.9432168001146728,1.3722004125862282,0.0326873987985382,-1.0463361746398636,15.213646740836124,0.1863499962266928,700,0.02,10,0.9,0.6,0.5,1.0,0.0,1,0.0,-0.4787878787878787
47,10,2160,2160,13.247207881962812,0.9132611546694532,2.267511792337453,0.0445954888835624,-1.5551190136393775,13.275369836665966,0.171428849691807,100,0.05,10,0.7,0.6,0.5,0.5,0.0,2,0.3333333333333333,0.3939393939393939
82,10,2160,2160,11.444863010777368,0.939370924551002,1.6411609187585956,0.0330808071506722,-0.03177588975795,10.69216426378047,0.1289668478008924,350,0.02,6,0.9,0.6,0.0,1.0,0.0,3,0.0,-0.4181818181818181
75,10,2159,2160,9.727770682278036,0.9859341712305631,0.5869503906440342,0.0148645725643887,-0.5716340616372608,14.196404049098492,0.1669531215742825,100,0.1,10,0.9,0.8,0.0,1.0,0.0,2,0.0,-0.6363636363636362
88,10,2160,2160,10.06311335214862,0.8555991862300366,2.797945666525306,0.0464973678454768,-0.331011736789506,12.686859421597587,0.1662360907897547,100,0.05,6,0.7,0.6,0.5,2.0,0.0,2,0.0,-0.3818181818181818
78,10,2160,2160,10.303816669252184,-3.901800039618486e-05,9.719983155992296,0.1189488236055771,-0.0374529284491558,9.676332886307328,0.124510877452865,100,0.3,6,0.7,0.6,0.5,2.0,10.0,1,0.0,0.0
72,10,2160,2160,8.362475304460085,0.983415398965384,1.0090495462087845,0.0168787634087067,-1.3769995726040762,12.480855217068283,0.1495530992294507,700,0.3,10,0.7,0.6,0.5,2.0,0.0,2,0.0,-0.4909090909090908
80,10,2160,2160,13.94202155978591,0.8186027975723978,3.220702307774681,0.0673667730222538,-1.4184161173817658,16.350583471677922,0.1853152660245206,100,0.05,6,0.9,0.6,0.0,0.5,0.0,2,0.0,-0.1757575757575757
86,10,2160,2160,12.536044026372128,0.9165242783834536,1.9494206303808217,0.0424316659938253,-1.162918607820477,16.589673054563228,0.1952681432995892,700,0.3,10,0.9,0.6,0.5,0.5,0.0,1,0.0,-0.3939393939393939
48,10,2160,2160,8.146292317244741,0.9998249189163884,0.0966295364692255,0.0016326847192097,0.1476995347550954,7.019259591588267,0.0935681096832023,350,0.02,10,0.9,0.8,0.0,0.5,0.0,1,1.0,0.6121212121212121
83,10,2160,2160,11.062083342870077,-3.817482634449476e-06,10.847299488208913,0.1321981883077674,-0.1252128881478564,12.9234196528682,0.1550728442204907,100,0.3,10,0.7,0.6,0.0,1.0,10.0,2,0.0,0.0
58,10,2160,2160,10.788154693621175,0.941824816166818,1.630667575845426,0.0315235538270462,-0.3025472751878051,9.98405953500006,0.1246359727736371,700,0.05,10,0.9,0.6,0.5,0.5,0.0,3,0.3333333333333333,0.0
26,10,2160,2160,10.072227337316232,0.7436049728854235,4.798456684218512,0.06474045948498,0.2012727314570045,11.212068897088368,0.1323922743185488,100,0.02,6,0.7,0.6,0.0,0.5,0.0,3,0.6666666666666666,0.309090909090909
87,10,2160,2160,9.849697343640855,0.7378179675838927,3.536672419414476,0.0664649023064423,-0.1925474328948435,13.780035738304807,0.1631426256489461,350,0.02,10,0.9,0.6,0.5,1.0,0.0,1,0.6666666666666666,0.309090909090909
77,10,2160,2160,11.5777358979649,0.8711171544850519,2.950931455738567,0.050937205567536,-0.4434070418888887,11.342733997680522,0.134716845232528,100,0.05,6,0.7,0.6,0.0,1.0,0.0,3,0.6666666666666666,0.4303030303030302
74,10,2160,2160,12.054211761333324,0.0375072705496936,10.930742846948128,0.1351576414404135,-0.0004111841408864,10.99300384450842,0.1297955894220018,700,0.02,10,0.7,0.8,0.0,0.5,10.0,1,0.0,0.0
92,10,2160,2160,8.237380257337183,0.977404199979976,1.0314541629912262,0.0203995460440893,-0.8037792496152838,12.398049332146291,0.162317829607644,700,0.3,6,0.7,0.8,0.5,2.0,0.0,3,0.6666666666666666,0.7939393939393938
76,10,2160,2160,12.888116505940754,-3.694559155498212e-06,12.42839130119041,0.1484339425048514,-0.048040839828412,9.46785754168475,0.1206618490536317,350,0.02,10,0.7,0.8,0.0,2.0,10.0,1,0.0,0.0
79,10,2159,2160,12.65990705756374,-1.7298383952590868e-05,12.254762173008178,0.143374135084596,-0.0563746865542957,10.99547068560565,0.1292900704471345,350,0.3,10,0.7,0.8,0.0,1.0,10.0,1,0.0,0.0
85,10,2160,2160,14.367725494879265,0.046643463243616,13.819693456579138,0.1620135891049307,-0.0981218938366887,7.963833465576172,0.0953975928300623,100,0.05,10,0.7,0.8,0.5,1.0,10.0,2,0.3333333333333333,0.1069248653460377
90,10,2160,2160,9.368846687015008,0.9354640857103153,1.260310005976094,0.0311686651952426,-0.7570628592448072,11.798992619668995,0.1434544455157891,700,0.1,10,0.9,0.6,0.5,1.0,0.0,2,0.3333333333333333,-0.4545454545454545
84,10,2160,2160,11.63393947424712,-2.734871670906358e-06,11.181022279880665,0.1353390656503405,-0.0199502820185477,11.343261973063152,0.1442225815560353,350,0.1,6,0.7,0.8,0.5,1.0,10.0,3,0.0,0.0
94,10,2160,2160,10.956874018717144,0.9005007255364591,2.28360228960467,0.0493682548052647,-0.6607988499354553,13.270247266811523,0.1737268142807369,700,0.3,6,0.9,0.8,0.5,2.0,0.0,3,0.0,0.1878787878787878
81,10,2160,2160,11.878532281098543,-7.306439897547533e-10,11.181237328140822,0.1399662488487237,-0.0901033246868403,12.893409388506855,0.1480710104813525,350,0.02,10,0.7,0.8,0.5,1.0,10.0,2,0.0,0.0
65,10,2160,2160,13.235254424457196,0.8396890162354262,3.21664083100864,0.0614732847315392,-1.2845174611112564,10.890028691093129,0.1350020015773504,350,0.3,6,0.9,0.6,0.5,2.0,0.0,3,0.3333333333333333,-0.1393939393939393
93,10,2160,2160,10.566001102085464,0.8322262643582446,2.760319119647697,0.0533657017851278,0.0930738722583722,10.483225894062606,0.1252861963186164,350,0.02,10,0.7,0.6,0.5,2.0,0.0,3,0.3333333333333333,0.1636363636363636
64,10,2160,2160,13.475396920663336,0.0246743439417392,12.88577644807321,0.1561911971417056,-0.0392556688085306,11.964012349799829,0.1412823524931458,100,0.05,10,0.7,0.6,0.0,0.5,10.0,1,0.3333333333333333,0.5238227218271837
98,10,2160,2160,15.088784222073023,0.0344356462963961,14.069164662537752,0.1664180395766658,-0.085663148203368,13.140488656361898,0.1486516039681188,350,0.02,6,0.7,0.8,0.5,1.0,10.0,3,0.0,-0.0710669054518701
89,10,2160,2160,16.39074367381908,0.1313481102259159,13.56169838975977,0.1574005377118391,-0.0577447253068181,11.44110567940606,0.1368936115461858,100,0.3,6,0.9,0.6,0.5,1.0,10.0,3,0.0,-0.2901294265928297
99,10,2160,2160,11.224577962734084,-6.045381835129149e-07,10.442496878659282,0.1269617249563671,-0.1429089516644437,10.289607321421306,0.1236863850088565,700,0.1,6,0.7,0.8,0.5,0.5,10.0,3,0.0,0.0
96,10,2160,2159,8.44629717425064,0.9679357440968434,0.8958678432885144,0.0209309681511747,-0.79896913401092,16.124030656591508,0.1911390205556971,350,0.1,6,0.9,0.8,0.5,1.0,0.0,3,0.0,-0.2121212121212121
95,10,2160,2160,10.049493005761397,0.8818864679581719,2.471228530020625,0.0432622303001155,-0.2105963017380108,12.679301332544398,0.1653887574159307,100,0.02,10,0.9,0.8,0.0,0.5,0.0,2,0.6666666666666666,0.2242424242424242
97,10,2160,2160,11.642327684119897,-2.1961065772568844e-06,10.968235878414577,0.1298963331117425,-0.0098655426423046,14.330041225574634,0.1642062629770347,350,0.3,6,0.7,0.8,0.0,0.5,10.0,1,0.0,0.0
91,10,2160,2160,9.633402458650096,-1.3402071845636245e-05,8.82364631652832,0.1063739863853492,-0.0060845569535845,8.890567031436495,0.1085273494819773,350,0.3,6,0.9,0.6,0.5,2.0,10.0,2,0.0,0.0
60,10,2160,2160,9.777875591825556,0.8593526046579417,2.3631121621739672,0.0515397153902996,-0.1170796579124757,10.7620048683661,0.1297351279901696,350,0.02,10,0.7,0.6,0.0,2.0,0.0,3,0.3333333333333333,0.4545454545454545
0,5,1080,2160,9.843530965734413,-0.0001442858815825,8.39774031851027,0.1022788158899802,-0.0023142953313757,8.894402980804443,0.1057361119829086,100,0.3,6,0.7,0.8,0.0,1.0,10.0,3,0.0,0.0
3,5,1080,2160,10.00366944482619,0.9461906558217982,1.1226899566156443,0.0274913777148944,-0.5824828791122965,13.215374385536544,0.1751972620814816,100,0.05,10,0.9,0.8,0.0,0.5,0.0,3,0.3333333333333333,-0.0666666666666666
1,5,1080,2160,18.603607701902035,-7.95460413982596e-07,14.43175976505986,0.1633245938223127,-0.0599969013610321,13.49144701498526,0.1566491621450808,100,0.02,10,0.7,0.8,0.5,1.0,10.0,1,0.0,0.0
2,5,1080,2160,8.265351370352287,-4.6086812943713085e-06,7.39337125990126,0.0902617216229541,-0.5650854609406615,15.030203484429252,0.178312852033651,700,0.05,10,0.7,0.8,0.0,0.5,10.0,2,0.0,0.0
8,5,1080,2160,13.236377072510896,0.3226556309390748,9.353868252083108,0.1128242374704294,-0.3376495393807996,13.021970353656345,0.1622781173356824,350,0.3,10,0.7,0.8,0.0,0.5,10.0,3,0.0,0.0
4,5,1080,2159,12.442304894482648,-9.21365239912042e-05,10.95780970255534,0.1251480189742379,-0.1240082088651914,13.076468204358706,0.1529019363771186,350,0.3,6,0.7,0.8,0.5,0.5,10.0,1,0.0,0.0
10,5,1080,2160,13.415252691198276,0.3679625423845961,8.626019893222386,0.0996212642566148,-0.1233381276915051,11.898965317408244,0.1391478738377058,100,0.3,10,0.9,0.8,0.0,0.5,10.0,2,0.3333333333333333,-0.1139605764596379
9,5,1080,2160,13.982849635371457,0.1059869080143379,11.361707861865009,0.1283200843404502,-0.0487235656399083,11.384130939554286,0.1356285530720201,700,0.1,6,0.9,0.6,0.0,0.5,10.0,2,0.3333333333333333,0.1421338109037403
5,5,1080,2160,8.398281485880897,0.999509686318645,0.1529263249243646,0.0023704745268893,-0.0409195615699264,13.89872454125572,0.1621151330134413,100,0.3,6,0.7,0.6,0.0,1.0,0.0,1,0.6666666666666666,0.5151515151515151
11,5,1080,2160,11.2915157784356,0.8356281940573207,3.6231991699006825,0.0523607509766503,-0.975044935273686,12.064303854571447,0.1420008321920773,100,0.02,6,0.7,0.6,0.0,2.0,0.0,2,0.6666666666666666,0.3212121212121211
6,5,1080,2160,12.139713600299975,-4.051287362916156e-06,10.51367315221716,0.1246554755097526,-0.000148579952357,12.701235592453568,0.1493124887149688,350,0.3,10,0.9,0.6,0.5,2.0,10.0,2,0.0,0.0
7,5,1080,2159,10.683581413604596,0.9993732997668174,0.1703763049744484,0.0032206211492493,-0.2117371375201404,18.056956997244598,0.202351606591641,700,0.02,10,0.9,0.6,0.0,1.0,0.0,2,0.0,-0.6
15,5,1080,2160,4.464194705707056,0.9119192196831736,1.253189405909291,0.0212978859497405,-0.6653668969714157,16.73539329396354,0.1969559196573485,100,0.1,6,0.9,0.6,0.5,1.0,0.0,2,0.6666666666666666,0.4909090909090908
